Rank,Name,Platform,Year,Month,Date,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales,URL,New_Genre
15026,Pheasants Forever Wingshooter,Wii,2010.0,Oct,6.0,undefined,GameMill  ,High Voltage Software  ,,,0.03,0.02,,0.0,0.06,https://www.vgchartz.com/game/48738/pheasants-forever-wingshooter/?region=All,Shooter
15027,Playmobil Knights,DS,2010.0,Jan,25.0,undefined,DreamCatcher Interactive  ,Morgen Studios  ,,,0.04,0.01,,0.0,0.06,https://www.vgchartz.com/game/39284/playmobil-knights/?region=All,Action
15028,The Witcher,PC,2007.0,Oct,30.0,undefined,Atari  ,CD Projekt Red Studio  ,7.9,,,0.05,,0.01,0.06,https://www.vgchartz.com/game/12396/the-witcher/?region=All,Role-Playing
15029,PachiPara 13: Super Umi no Pachi-Pro Fuuunroku,PS2,2006.0,Oct,26.0,undefined,Irem Software Engineering  ,Irem Software Engineering  ,,,,,0.06,,0.06,https://www.vgchartz.com/game/3970/pachipara-13-super-umi-no-pachi-pro-fuuunroku/?region=All,Misc
15030,R.B.I. Baseball 2016,XOne,2016.0,Apr,5.0,undefined,MLB.com  ,MLB.com  ,,,0.05,,,0.01,0.06,https://www.vgchartz.com/game/97958/rbi-baseball-2016/?region=All,Sports
15031,World Soccer Winning Eleven 9 (US sales),PSP,2006.0,Feb,7.0,undefined,Konami  ,Konami Computer Entertainment Tokyo  ,,,0.05,,,0.0,0.06,https://www.vgchartz.com/game/6003/world-soccer-winning-eleven-9-us-sales/?region=All,Sports
15032,Imagine: Resort Owner,DS,2010.0,Oct,26.0,undefined,Ubisoft  ,Ubisoft  ,,,0.05,0.0,,0.0,0.06,https://www.vgchartz.com/game/68380/imagine-resort-owner/?region=All,Strategy
15033,Oddworld: Munch's Oddysee,GBA,2003.0,Sep,24.0,undefined,THQ  ,ART Co.  ,,,0.04,0.02,,0.0,0.06,https://www.vgchartz.com/game/14944/oddworld-munchs-oddysee/?region=All,Platform
15034,Winning Post 4 Maximum,PS2,2000.0,Sep,28.0,undefined,KOEI  ,Koei/Inis  ,,,,,0.06,,0.06,https://www.vgchartz.com/game/4696/winning-post-4-maximum/?region=All,Sports
15035,Xiaolin Showdown,PSP,2006.0,Nov,14.0,undefined,Konami  ,BottleRocket Entertainment  ,,,0.05,0.0,,0.0,0.06,https://www.vgchartz.com/game/6033/xiaolin-showdown/?region=All,Action
15036,Exhibition Volume 5,XB,2004.0,May,27.0,undefined,Microsoft  ,Various  ,,,0.04,0.01,,0.0,0.06,https://www.vgchartz.com/game/31236/exhibition-volume-5/?region=All,Misc
15037,Record of Lodoss War: Eiyuu Sensou,SCD,1994.0,May,20.0,undefined,Sega  ,Sega  ,,,,,0.06,0.0,0.06,https://www.vgchartz.com/game/3669/record-of-lodoss-war-eiyuu-sensou/?region=All,Role-Playing
15038,Pro Yakyuu Netsu Star 2007,PS2,2007.0,Apr,5.0,undefined,Bandai  ,Bandai Namco Games  ,,,,,0.06,,0.06,https://www.vgchartz.com/game/3923/pro-yakyuu-netsu-star-2007/?region=All,Sports
15039,Starry * Sky: In Summer - PSP Edition,PSP,2010.0,Sep,30.0,undefined,Asgard  ,Asgard  ,,,,,0.06,,0.06,https://www.vgchartz.com/game/44536/starry-sky-in-summer-psp-edition/?region=All,undefined
15040,Klonoa Beach Volleyball,PS,2002.0,Sep,20.0,undefined,Namco  ,Namco  ,,,0.03,0.02,,0.0,0.06,https://www.vgchartz.com/game/30424/klonoa-beach-volleyball/?region=All,Sports
15041,Dungeon Travelers 2-2: The Maiden Who Fell into Darkness and the Book of Beginnings,PSV,2017.0,Apr,20.0,undefined,Aquaplus  ,Aqua Plus  ,,,,,0.06,,0.06,https://www.vgchartz.com/game/177912/dungeon-travelers-2-2-the-maiden-who-fell-into-darkness-and-the-book-of-beginnings/?region=All,undefined
15042,Melty Blood: Actress Again,PS2,2009.0,Aug,20.0,undefined,Ecole  ,Ecole Software  ,,,,,0.06,,0.06,https://www.vgchartz.com/game/36213/melty-blood-actress-again/?region=All,Fighting
15043,Shadows Awakening,PS4,2018.0,Sep,4.0,undefined,Kalypso Media  ,Games Farm  ,,,0.05,,,0.01,0.06,https://www.vgchartz.com/game/222095/shadows-awakening/?region=All,undefined
15044,3D Lemmings,PS,1995.0,Nov,1.0,undefined,Psygnosis  ,Clockwork Games  ,7.0,,0.03,0.02,,0.0,0.06,https://www.vgchartz.com/game/14908/3d-lemmings/?region=All,Puzzle
15045,Hi Hi Puffy AmiYumi: Kaznapped,GBA,2005.0,Nov,20.0,undefined,D3 Publisher  ,Altron  ,,,0.04,0.02,,0.0,0.06,https://www.vgchartz.com/game/27112/hi-hi-puffy-amiyumi-kaznapped/?region=All,Action
15046,Mercury Meltdown,PSP,2006.0,Oct,3.0,undefined,Ignition Entertainment  ,Ignition Banbury  ,,,0.05,0.0,,0.01,0.06,https://www.vgchartz.com/game/1319/mercury-meltdown/?region=All,Action
15047,Broken Sword: The Shadow of the Templars,GBA,2002.0,Mar,17.0,undefined,BAM! Entertainment  ,Revolution Software Ltd.  ,8.1,,0.04,0.02,,0.0,0.06,https://www.vgchartz.com/game/16875/broken-sword-the-shadow-of-the-templars/?region=All,Adventure
15048,Resident Evil - Code: Veronica X,GC,2003.0,Dec,3.0,undefined,Capcom  ,Capcom  ,5.6,,0.05,0.01,,0.0,0.06,https://www.vgchartz.com/game/1887/resident-evil-code-veronica-x/?region=All,Action
15049,Assassin's Creed Odyssey,PC,2018.0,Oct,5.0,undefined,Ubisoft  ,Ubisoft Quebec  ,,,,0.06,,0.0,0.06,https://www.vgchartz.com/game/222152/assassins-creed-odyssey/?region=All,undefined
15050,Paws & Claws: Pampered Pets 2,DS,2011.0,May,24.0,undefined,THQ  ,Radon Labs GmbH  ,,,0.05,,,0.0,0.06,https://www.vgchartz.com/game/50845/paws-amp-claws-pampered-pets-2/?region=All,Simulation
15051,Adventure Time: The Secret of the Nameless Kingdom,X360,2014.0,Oct,18.0,undefined,Little Orbit  ,WayForward Technologies  ,,,0.0,0.05,,0.0,0.06,https://www.vgchartz.com/game/84817/adventure-time-the-secret-of-the-nameless-kingdom/?region=All,Action
15052,Tenchi Muyou! Ryoukouki Gokuraku,SAT,1995.0,Sep,29.0,undefined,Yumedia  ,Yumedia  ,,,,,0.06,0.0,0.06,https://www.vgchartz.com/game/4527/tenchi-muyou-ryoukouki-gokuraku/?region=All,Adventure
15053,Inversion,X360,2012.0,Jun,5.0,undefined,Namco Bandai Games  ,Saber Interactive  ,,,0.03,0.02,,0.01,0.06,https://www.vgchartz.com/game/40148/inversion/?region=All,Shooter
15054,Kelly Slater's Pro Surfer,GC,2002.0,Sep,16.0,undefined,Activision  ,Treyarch  ,8.0,,0.05,0.01,,0.0,0.06,https://www.vgchartz.com/game/5241/kelly-slaters-pro-surfer/?region=All,Sports
15055,Kamen Rider: Super Climax Heroes,PSP,2012.0,Nov,29.0,undefined,Namco Bandai Games  ,Eighting  ,,,,,0.06,,0.06,https://www.vgchartz.com/game/71174/kamen-rider-super-climax-heroes/?region=All,undefined
15056,Trapt,PS2,2005.0,Nov,1.0,undefined,Tecmo  ,Paon Corporation  ,,,0.03,0.02,,0.01,0.06,https://www.vgchartz.com/game/2523/trapt/?region=All,Action
15057,Yomawari: Midnight Shadows,PS4,2017.0,Oct,24.0,undefined,NIS America  ,Nippon Ichi Software  ,,,0.02,,0.04,0.0,0.06,https://www.vgchartz.com/game/199847/yomawari-midnight-shadows/?region=All,undefined
15058,Satisfashion,DS,2010.0,Jun,8.0,undefined,Destineer  ,"eGames, Inc.  ",,,0.05,,,0.0,0.06,https://www.vgchartz.com/game/37342/satisfashion/?region=All,Misc
15059,Resident Evil Director's Cut,PSN,2009.0,May,28.0,undefined,Sony Computer Entertainment  ,Capcom  ,,,,,0.06,,0.06,https://www.vgchartz.com/game/34720/resident-evil-directors-cut/?region=All,Action
15060,Splat Renegade Paintball,XB,2005.0,Oct,11.0,undefined,Take-Two Interactive  ,Cat Daddy Games  ,,,0.04,0.01,,0.0,0.06,https://www.vgchartz.com/game/2155/splat-renegade-paintball/?region=All,Sports
15061,Mayhem 3D,PS3,2011.0,Mar,22.0,undefined,Evolved Games  ,Zoo Games  ,,,0.05,,,0.01,0.06,https://www.vgchartz.com/game/50548/mayhem-3d/?region=All,Racing
15062,Metal Max 4: Gekkou no Diva,3DS,2013.0,Nov,7.0,undefined,Kadokawa Shoten  ,Cattle Call  ,,,,,0.06,,0.06,https://www.vgchartz.com/game/75228/metal-max-4-gekkou-no-diva/?region=All,Role-Playing
15063,Theresia...,DS,2008.0,Oct,30.0,undefined,Aksys Games  ,WorkJam  ,,,0.05,,,0.0,0.06,https://www.vgchartz.com/game/25078/theresia/?region=All,Adventure
15064,Ivy the Kiwi?,Wii,2010.0,Aug,24.0,undefined,Xseed Games  ,PROPE  ,7.5,,0.04,0.02,,0.0,0.06,https://www.vgchartz.com/game/43143/ivy-the-kiwi/?region=All,Puzzle
15065,Okami HD,XOne,2017.0,Dec,12.0,undefined,Capcom  ,Clover Studio  ,,,0.05,,,0.01,0.06,https://www.vgchartz.com/game/203192/okami-hd/?region=All,undefined
15066,The Amazing Spider-Man 2 (2014),WiiU,2014.0,Apr,29.0,undefined,Activision  ,Beenox  ,,,0.03,0.03,,0.0,0.06,https://www.vgchartz.com/game/78448/the-amazing-spider-man-2-2014/?region=All,Action
15067,Worms 3D,XB,2005.0,Mar,1.0,undefined,Sega  ,Team17 Software  ,,,0.04,0.01,,0.0,0.06,https://www.vgchartz.com/game/2720/worms-3d/?region=All,Strategy
15068,Game of Thrones: A Telltale Games Series,PS4,2015.0,Nov,17.0,undefined,Telltale Games  ,Telltale Games  ,,,0.05,,,0.01,0.06,https://www.vgchartz.com/game/84860/game-of-thrones-a-telltale-games-series/?region=All,undefined
15069,Vampire Rain: Altered Species,PS3,2008.0,Sep,2.0,undefined,Ignition Entertainment  ,Artoon  ,3.5,,0.05,0.0,0.0,0.01,0.06,https://www.vgchartz.com/game/26480/vampire-rain-altered-species/?region=All,Action
15070,Winter Sports 2: The Next Challenge,DS,2008.0,Nov,18.0,undefined,Conspiracy Entertainment  ,49Games  ,,,0.04,0.02,,0.0,0.06,https://www.vgchartz.com/game/28168/winter-sports-2-the-next-challenge/?region=All,Sports
15071,PoPoLoCrois,PSP,2005.0,Nov,29.0,undefined,Agetec  ,G-Artists  ,,,0.05,0.0,,0.0,0.06,https://www.vgchartz.com/game/1774/popolocrois/?region=All,Role-Playing
15072,Dragon Rage,PS2,2001.0,Nov,27.0,undefined,3DO  ,3DO  ,,,0.03,0.02,,0.01,0.06,https://www.vgchartz.com/game/571/dragon-rage/?region=All,Shooter
15073,FIFA 07 Soccer,DS,2006.0,Oct,3.0,undefined,EA Sports  ,EA Canada  ,7.5,,0.05,0.01,,0.0,0.06,https://www.vgchartz.com/game/15214/fifa-07-soccer/?region=All,undefined
15074,Dance Sensation!,Wii,2010.0,May,4.0,undefined,Majesco  ,Alpine Studios  ,,,0.06,,,0.0,0.06,https://www.vgchartz.com/game/42962/dance-sensation/?region=All,Misc
15075,Atari Flashback Classics: Volume 2,PS4,2016.0,Oct,12.0,undefined,Atari  ,Atari  ,,,0.05,,,0.01,0.06,https://www.vgchartz.com/game/115632/atari-flashback-classics-volume-2/?region=All,undefined
15076,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,DS,2005.0,Nov,1.0,undefined,Konami  ,Konami  ,,,0.05,0.0,,0.0,0.06,https://www.vgchartz.com/game/5809/teenage-mutant-ninja-turtles-3-mutant-nightmare/?region=All,Action
15077,F1 2015,PC,2015.0,Jul,21.0,undefined,Codemasters  ,Codemasters Birmingham  ,,,,0.06,,0.0,0.06,https://www.vgchartz.com/game/85280/f1-2015/?region=All,Racing
15078,Call of Duty: The War Collection,X360,2010.0,Jun,8.0,undefined,Activision  ,Infinity Ward  ,,,0.05,,,0.0,0.06,https://www.vgchartz.com/game/45095/call-of-duty-the-war-collection/?region=All,Shooter
15079,Jumper: Griffin's Story,X360,2008.0,Feb,12.0,undefined,Brash Entertainment  ,RedTribe Studios  ,,,0.05,0.0,,0.0,0.06,https://www.vgchartz.com/game/16524/jumper-griffins-story/?region=All,Action
15080,Raw Danger! (JP sales),PS2,2007.0,Jun,19.0,undefined,Agetec  ,Irem Software Engineering  ,,,,,0.06,,0.06,https://www.vgchartz.com/game/3098/raw-danger-jp-sales/?region=All,Action
15081,Archer Maclean Presents: Pool Paradise,PS2,2004.0,Jul,13.0,undefined,Ignition Entertainment  ,Awesome Developments  ,,,0.03,0.02,,0.01,0.06,https://www.vgchartz.com/game/5587/archer-maclean-presents-pool-paradise/?region=All,Sports
15082,Kamen Rider: Battride War Genesis,PS3,2016.0,Feb,25.0,undefined,Namco Bandai Games  ,Unknown  ,,,,,0.06,,0.06,https://www.vgchartz.com/game/93920/kamen-rider-battride-war-genesis/?region=All,Action
15083,Tabi no Yubisashi Kaiwachou DS: DS Series 3 Kankoku,DS,2006.0,Apr,20.0,undefined,Nintendo  ,TOSE  ,,,,,0.06,,0.06,https://www.vgchartz.com/game/4628/tabi-no-yubisashi-kaiwachou-ds-ds-series-3-kankoku/?region=All,Misc
15084,Pro Evolution Soccer 2011,PC,2010.0,Oct,5.0,undefined,Konami  ,Konami  ,6.0,,,0.05,,0.01,0.06,https://www.vgchartz.com/game/43331/pro-evolution-soccer-2011/?region=All,undefined
15085,Backyard Skateboarding 2006,GBA,2004.0,Oct,4.0,undefined,Atari  ,Humongous Entertainment  ,,,0.04,0.02,,0.0,0.06,https://www.vgchartz.com/game/26226/backyard-skateboarding-2006/?region=All,Sports
15086,Brave: A Warrior's Tale,X360,2009.0,Aug,4.0,undefined,SouthPeak Interactive  ,Collision Studios  ,4.4,,0.05,0.01,,0.0,0.06,https://www.vgchartz.com/game/24709/brave-a-warriors-tale/?region=All,Action
15087,Tron 2.0: Killer App,XB,2004.0,Nov,2.0,undefined,Buena Vista  ,Climax Group  ,,,0.04,0.01,,0.0,0.06,https://www.vgchartz.com/game/2536/tron-20-killer-app/?region=All,Action
15088,Steins;Gate: Darling of Loving Vows,PSP,2012.0,Apr,26.0,undefined,5pb  ,5pb. Inc.  ,,,,,0.06,,0.06,https://www.vgchartz.com/game/70721/steinsgate-darling-of-loving-vows/?region=All,undefined
15089,Gegege no Kitarou: Youkai Daigekisen,DS,2008.0,Jul,10.0,undefined,Namco Bandai  ,Bandai Namco Games  ,,,,,0.06,,0.06,https://www.vgchartz.com/game/18355/gegege-no-kitarou-youkai-daigekisen/?region=All,Action
15090,Dig Dug: Digging Strike,DS,2005.0,Oct,18.0,undefined,Namco  ,Namco  ,,,0.05,0.0,,0.0,0.06,https://www.vgchartz.com/game/520/dig-dug-digging-strike/?region=All,Puzzle
15091,Emblem of Gundam,DS,2008.0,May,1.0,undefined,Namco Bandai  ,Bandai Namco Games  ,,,,,0.06,,0.06,https://www.vgchartz.com/game/16021/emblem-of-gundam/?region=All,Strategy
15092,Disgaea 1 Complete,NS,2018.0,Oct,9.0,undefined,NIS America  ,Nippon Ichi Software  ,8.0,,0.03,0.01,0.01,0.0,0.06,https://www.vgchartz.com/game/221889/disgaea-1-complete/?region=All,undefined
15093,The Fast and the Furious,PS2,2006.0,Sep,26.0,undefined,Namco Bandai  ,Eutechnyx  ,,,0.03,0.02,,0.01,0.06,https://www.vgchartz.com/game/2381/the-fast-and-the-furious/?region=All,Racing
15094,SpongeBob SquarePants: Plankton's Robotic Revenge,WiiU,2013.0,Oct,22.0,undefined,Activision  ,Behaviour Interactive Inc.  ,,,,0.05,,0.0,0.06,https://www.vgchartz.com/game/80029/spongebob-squarepants-planktons-robotic-revenge/?region=All,Shooter
15095,Tokyo Ghoul: Jail,PSV,2015.0,Oct,1.0,undefined,Namco Bandai Games  ,Bandai Namco Games  ,,,,,0.06,,0.06,https://www.vgchartz.com/game/85955/tokyo-ghoul-jail/?region=All,Racing
15096,G-Police: Weapons of Justice,PS,1999.0,Sep,24.0,undefined,Sony Computer Entertainment  ,Psygnosis  ,,,0.03,0.02,,0.0,0.06,https://www.vgchartz.com/game/13601/g-police-weapons-of-justice/?region=All,Action
15097,All Kamen Rider: Rider Generation 2,PSP,2012.0,Aug,2.0,undefined,Namco Bandai Games  ,Bandai Namco Games  ,,,,,0.06,,0.06,https://www.vgchartz.com/game/70871/all-kamen-rider-rider-generation-2/?region=All,Action
15098,Azure Striker Gunvolt: Striker Pack,NS,2017.0,Nov,21.0,undefined,Nighthawk Interactive  ,Inti Creates  ,,,0.03,0.01,0.01,0.0,0.06,https://www.vgchartz.com/game/198832/azure-striker-gunvolt-striker-pack/?region=All,Action
15099,Killing Zone,PS,1996.0,Jul,1.0,undefined,Acclaim Entertainment  ,Naxat Soft  ,,,0.03,0.02,,0.0,0.06,https://www.vgchartz.com/game/30653/killing-zone/?region=All,Fighting
15100,Policenauts,3DO,1995.0,Sep,29.0,undefined,Konami  ,Konami  ,,,,,0.06,,0.06,https://www.vgchartz.com/game/4036/policenauts/?region=All,Adventure
15101,Spintires: MudRunner - American Wilds,NS,2018.0,Oct,23.0,undefined,Maximum Games  ,Saber Interactive  ,,,0.05,,,0.01,0.06,https://www.vgchartz.com/game/222753/spintires-mudrunner-american-wilds/?region=All,undefined
15102,Adventures of Lolo,NES,1989.0,Apr,1.0,undefined,HAL Laboratory  ,HAL Laboratory  ,,,0.06,,,,0.06,https://www.vgchartz.com/game/14311/adventures-of-lolo/?region=All,Puzzle
15103,Quiz! Hexagon II,DS,2010.0,Jul,22.0,undefined,Namco Bandai  ,Bandai Namco Games  ,,,,,0.06,,0.06,https://www.vgchartz.com/game/45269/quiz-hexagon-ii/?region=All,Misc
15104,Outcast: Second Contact,PS4,2017.0,Nov,14.0,undefined,Maximum Games  ,Bigben Interactive  ,,,0.05,,,0.01,0.06,https://www.vgchartz.com/game/206311/outcast-second-contact/?region=All,undefined
15105,History Channel: Battle for the Pacific,X360,2007.0,Dec,4.0,undefined,Activision  ,Cauldron Ltd.  ,,,0.05,0.0,,0.0,0.06,https://www.vgchartz.com/game/12988/history-channel-battle-for-the-pacific/?region=All,undefined
15106,Racing Gears Advance,GBA,2005.0,Feb,8.0,undefined,"Orbital Media, Inc.  ","Orbital Media, Inc.  ",,,0.04,0.02,,0.0,0.06,https://www.vgchartz.com/game/28189/racing-gears-advance/?region=All,Racing
15107,Honeycomb Beat,DS,2007.0,Apr,2.0,undefined,Konami  ,Hudson Soft  ,,,0.05,0.0,,0.0,0.06,https://www.vgchartz.com/game/18384/honeycomb-beat/?region=All,Puzzle
15108,Brave: A Warrior's Tale,Wii,2009.0,Aug,4.0,undefined,SouthPeak Interactive  ,Collision Studios  ,4.7,,0.05,0.0,,0.0,0.06,https://www.vgchartz.com/game/24708/brave-a-warriors-tale/?region=All,Action
15109,Crazy Chicken: Pharaoh's Treasure,DS,2009.0,Jun,11.0,undefined,Mumbo Jumbo  ,Phenomedia  ,,,0.05,,,0.0,0.06,https://www.vgchartz.com/game/32558/crazy-chicken-pharaohs-treasure/?region=All,Puzzle
15110,Syphon Filter: Logan's Shadow,PS2,2010.0,Jun,1.0,undefined,Sony Computer Entertainment  ,SCEA Bend Studio  ,,,0.03,0.02,,0.01,0.06,https://www.vgchartz.com/game/45005/syphon-filter-logans-shadow/?region=All,Shooter
15111,NTRA Breeders' Cup World Thoroughbred Championships,XB,2005.0,Sep,29.0,undefined,Bethesda Softworks  ,4J Studios  ,,,0.04,0.01,,0.0,0.06,https://www.vgchartz.com/game/1660/ntra-breeders-cup-world-thoroughbred-championships/?region=All,Simulation
15112,Daito Giken Koushiki Pachi-Slot Simulator: Shin Yoshimune,PS2,2008.0,Mar,13.0,undefined,Paon   ,Paon Corporation  ,,,,,0.06,,0.06,https://www.vgchartz.com/game/17793/daito-giken-koushiki-pachi-slot-simulator-shin-yoshimune/?region=All,Misc
15113,Impossible Mission,PSP,2007.0,Aug,31.0,undefined,System 3 Arcade Software  ,System 3 Software  ,,,,0.04,,0.01,0.06,https://www.vgchartz.com/game/47948/impossible-mission/?region=All,Platform
15114,Tanjou S Debut,SAT,1996.0,Jun,28.0,undefined,NEC Interchannel   ,NEC Interchannel  ,,,,,0.06,,0.06,https://www.vgchartz.com/game/4519/tanjou-s-debut/?region=All,Simulation
15115,Nendoroid Generation,PSP,2012.0,Feb,23.0,undefined,Namco Bandai Games  ,Namco Bandai Games  ,,,,,0.06,,0.06,https://www.vgchartz.com/game/50925/nendoroid-generation/?region=All,Role-Playing
15116,Rooms: The Main Building,Wii,2010.0,Mar,23.0,undefined,Hudson Soft  ,Hudson Soft  ,7.0,,0.05,,,0.0,0.06,https://www.vgchartz.com/game/38960/rooms-the-main-building/?region=All,Adventure
15117,Pop'n TwinBee: Rainbow Bell Adventure,SNES,1994.0,Jan,1.0,undefined,Konami  ,Konami  ,,,,,0.06,0.0,0.06,https://www.vgchartz.com/game/4640/popn-twinbee-rainbow-bell-adventure/?region=All,Platform
15118,Jumble Madness,DS,2009.0,Jan,20.0,undefined,Destineer  ,Anino Entertainment  ,,,0.06,,,0.0,0.06,https://www.vgchartz.com/game/28159/jumble-madness/?region=All,Puzzle
15119,Portal Knights,NS,2018.0,Feb,13.0,undefined,505 Games  ,Keen Games  ,,,0.02,0.02,0.01,0.0,0.06,https://www.vgchartz.com/game/220227/portal-knights/?region=All,undefined
15120,Broken Helix,PS,1997.0,May,29.0,undefined,Konami  ,Konami  ,,,0.03,0.02,,0.0,0.06,https://www.vgchartz.com/game/33176/broken-helix/?region=All,Action
